ETC_20150317_000001	Kepa	케파
ETC_20160718_022345	จำนวนตั๋วสะสม : {ACC}	누적 티켓량 : {ACC}
ETC_20160718_022346	Sealed demon sphere ของ Pakelti Hall ถูกทำลาย ทำให้ Dullahan ถูกปลดปล่อย	파켈티 전당의 마족 봉인구가 파괴되고 듀라한이 풀려났습니다!
ETC_20160718_022347	การรวบรวมเวทย์หยุดลงแล้ว	마력 수집을 멈췄습니다
ETC_20160718_022348	การดึงวิญญาณ	영혼 거두는 중
ETC_20160718_022349	คุณได้รับ Weak Soul	미약한 영혼을 거두었습니다
ETC_20160718_022350	การเปิดเผย	파내는 중
ETC_20160718_022351	คุณเจอ worn ancient scripture	마모된 고대 자료를 찾았습니다
ETC_20160718_022352	คุณเจอ Dirty Pouch	꼬질꼬질한 꾸러미를 찾았습니다
ETC_20160718_022353	คุณเจอ Guardian's essence	수호자의 정수를 발견했습니다
ETC_20160718_022354	คุณได้ทำลายอุปกรณ์เวทมนตร์ของ Manor	장원 마력장치를 파괴했습니다
ETC_20160718_022355	คุณได้รับ condensed evil energy	응축된 마기를 획득했습니다
ETC_20160718_022356	คุณเจอ Maroulu Grass	마롤루 풀을 찾았습니다
ETC_20160718_022357	คุณเจอ hidden farm equipment	숨겨둔 농기구를 발견했습니다
ETC_20160718_022358	คุณเจอเครื่องบูชายัญ	제물 꾸러미를 발견했습니다
ETC_20160718_022359	คุณเจอ Ceyral saplings	세이랄 떡잎을 발견했습니다
ETC_20160718_022360	กำลังขุดขึ้นมาจากดิน	땅을 파내는 중
ETC_20160718_022361	คุณเจอ Manaryll Tombstone	만나릴 비석을 찾았습니다
ETC_20160718_022362	คุณเจอ Sticky Wings	끈적한 날개를 획득했습니다
ETC_20160718_022363	กำลังเริ่ม Lolopanther Area	롤로팬서 구간을 시작한다
ETC_20160718_022364	Ferret เริ่มโจมตีมาที่คุณ	페릿이 덤벼듭니다
ETC_20160718_022365	ปีศาจ!	마족들이야!
ETC_20160718_022366	เราตายแน่!	우린 이제 끝났어!
ETC_20160718_022367	พวกปีศาจจะฆ่าเราทั้งหมด!	마족들이 우리 모두를 해칠거야!
ETC_20160718_022368	ทั้งหมดนี่เป็นเพราะมอนสเตอร์...	이게 다 몬스터 때문에..
ETC_20160718_022369	รู้สึกดีขึ้นมานิดหนึ่ง!	한결 나아졌어요!
ETC_20160718_022370	ฉันว่าฉันต้องพักสักหน่อย...	좀 쉬어야 할거 같아요..
ETC_20160718_022371	การฆ่าเชื้อบาดแผล	의료 상자 사용 중
ETC_20160718_022372	คุณค้นพบสายแร่ที่มี Ore อยู่	광석이 있는 곳을 찾았습니다
ETC_20160718_022373	คุณค้นพบสิ่งนี้มาก่อนแล้ว	이미 찾은 곳입니다
ETC_20160718_022374	Blue Hohen Ritter essence เริ่มมีการเปลี่ยนแปลงแล้ว	푸른 호헨 리터의 정수가 변환되기 시작합니다
ETC_20160718_022375	คุณตรวจจับพลังศักดิ์สิทธิ์ได้	신성력을 탐지했습니다
ETC_20160718_022376	คุณไม่รู้สึกถึงพลังศักดิ์เลย	신성력이 느껴지지 않습니다
ETC_20160718_022377	กำลังใช้งาน Orb of Detection	탐색 구슬 사용 중
ETC_20160718_022378	กำลังใช้งาน Orb of  Absorbtion	흡수의 보주 사용 중
ETC_20160718_022379	คุณดูดซับพลังศักดิ์สิทธิ์เรียบร้อย	신성력을 흡수했습니다
ETC_20160718_022380	นั่นคือคนที่จัดการกับพวกปีศาจ	마족을 처치한 사람이 저 사람입니다
ETC_20160718_022381	ตรวจจับพลังศักดิ์สิทธิ์ด้วย Orb of Detection	탐지 구슬로 신성력을 탐지하세요
ETC_20160718_022382	คุณดูดซับพลังศักดิ์สิทธิ์ได้เนื่องจากไม่มี Orb of Absorbtion	흡수의 보주가 없어 신성력을 채울 수가 없습니다
ETC_20160718_022383	มอนเตอร์ที่สัมผัสพลังงานชั่วรายกำลังรวมตัวกัน	사악한 기운에 이끌린 몬스터들이 몰려듭니다
ETC_20160718_022384	Asel มาถึงอย่างปลอดภัย	아젤이 무사히 도착했습니다
ETC_20160718_022385	กำลังวาง Protective Crystal	보호의 수정을 놓는 중
ETC_20160718_022386	The Protective Crystal จะคุ้มครองให้ Sleeping Owl Sculpture ปลอดภัย!	보호의 수정이 잠든 부엉이 조각상을 지켜줄 것입니다!
ETC_20160718_022387	คุณไม่สามารถวาง Orb นี้ได้เนื่องจากมีมอนสเตอร์อยู่ในบริเวณรอบๆ	인근에 몬스터가 있어 설치 할 수 없습니다
ETC_20160718_022388	คุณได้ชำระล้างพลังงานชั่วร้าย	사악한 기운을 정화하였습니다
ETC_20160718_022389	คุณเจอผลไม้ที่มีกลิ่นแปลกๆ	풀더미에서 독특한 향이 나는 열매를 발견했습니다
ETC_20160718_022390	คุณได้รวบรวม Yellow Saspus ครบแล้ว	노란 사푸스를 채집하였습니다
ETC_20160718_022391	คุณได้เก็บ Spiritual Stone ขึ้นมา	영력이 깃든 돌을 주웠습니다
ETC_20160718_022392	ใช้งาน Suspecious Blue Leaf	수상한 푸른 잎사귀를 사용한다
ETC_20160718_022393	ทำเป็นว่าไม่เห็นก็แล้วกัน	모르는 척 한다
ETC_20160718_022394	Wandering spirit กำลังตามคุณอยู่	방황하는 영혼이 당신을 따라 옵니다
ETC_20160718_022395	คุณนำทางให้ Wandering spirit	방황하는 영혼을 인도했습니다
ETC_20160718_022396	Dievdirbys Asel กำลังตามคุณอยู่	딥디르비 아젤이 당신을 따라나섭니다
ETC_20160718_022397	คุณวาง Charm ทั้งหมดเรียบร้อยแล้ว	이미 부적을 모두 설치하였습니다
ETC_20160718_022398	คุณพา Asel ไปที่ Zaliavin Valley ไม่สำเร็จ	아젤을 잘리아빈 계곡까지 대려가는 것에 실패하였습니다
ETC_20160718_022399	คุณทำพิธีชำระล้างไม่สำเร็จ	정화 의식을 실패하였습니다
ETC_20160718_022400	เรากำลังแย่แล้วตอนนี้	우린 이제 죽은 목숨이야
ETC_20160718_022401	เราน่าจะหนีซะแทนที่จะมัวทำตามแผนอยู่	작전이고 뭐고 도망쳤어야 했어
ETC_20160718_022402	พวกปีศาจไม่ปล่อยเราไปง่ายๆแน่	마족이 우릴 가만 두지 않을거야
ETC_20160718_022403	กำลังส่งมอบคำสั่งจาก Commander Talons	부대장 탈른의 명령 전달하는 중
ETC_20160718_022404	แน่ล่ะ ฉันจะไปถ้า Commander สั่งมา	부대장님이 찾으시면 가야죠
ETC_20160718_022405	กำลังมองหา Wooden Materials	목책 찾는 중
ETC_20160718_022406	คุณได้รับ Wooden Materials	목재료를 획득했습니다
ETC_20160718_022407	การวางรั้วไม้	목책 설치 중
ETC_20160718_022408	คุณไม่มีวัตถุดิบเหลือสำหรับการสร้าง Wooden Fence	가지고 있는 목책이 없습니다
ETC_20160718_022409	การวางระเบิด	폭탄 부착 중
ETC_20160718_022410	คุณได้ทำลาย Crystal แล้ว	수정을 파괴했습니다
ETC_20160718_022411	คุณไม่มีระเบิด	폭탄이 없습니다
ETC_20160718_022412	กำลังเติมพลังศักดิ์สิทธิ์	신성력 채우는 중
ETC_20160718_022413	พลังศักดิ์สิทธิ์มันอ่อนแอ	신성력이 미약합니다
ETC_20160718_022414	คุณไม่สามารถแตะต้องอุปกรณ์นี้ได้	장치를 건드릴 수 없습니다
ETC_20160718_022415	อุปกรณ์ทุกชิ้นถูกปิด	모든 장치들이 꺼졌습니다
ETC_20160718_022416	อุปกรณ์ต่างๆได้กลับสู่สภาพปกติ	장치들이 처음 상태로 되돌아갔습니다.
ETC_20160718_022417	สนามป้องกันเริ่มจะอ่อนแอลง	보호막이 점점 약해지는 것 같다
ETC_20160718_022418	กำลังวางวัตถุศักดิ์สิทธิ์	신성한 보구 놓는 중
ETC_20160718_022419	พลังชั่วร้ายถูกกำจัดออกไปแล้ว	사악한 기운 덩어리가 제거됐습니다
ETC_20160718_022420	ต้องเป็นวัตถุที่มีพลังงานศักดิ์สิทธิ์เท่านั้น{nl}ถึงจะสามารถกำจัดพลังงานชั่วรายได้	신성력이 깃든 물건만이{nl}사악한 기운 덩어리를 제거할 수 있습니다
ETC_20160718_022421	ทำให้ร่างกายอบอุ่นโดยการจุดไฟ	장작을 태워 몸을 녹이세요
ETC_20160718_022422	หยิบเชื้อไฟขึ้นมา	장작 줍는 중
ETC_20160718_022423	คุณได้รับเชื้อไฟมา	장작을 주웠습니다
ETC_20160718_022424	คุณมีเชื้อไฟเพียงพอแล้ว	장작이 충분히 있습니다
ETC_20160718_022425	คุณได้ก่อกองไฟ{nl}นั่งลงข้างๆกองไฟและทำให้ร่างกายอบอุ่น	모닥불을 피웠습니다{nl}앉아서 몸을 따뜻하게 하세요
ETC_20160718_022426	คุณมีเชื้อไฟไม่เพียงพอ{nl}ที่จะก่อกองไฟ	모닥불을 피우기엔{nl}장작의 양이 적습니다
ETC_20160718_022427	คุณมีเชื้อไฟเพียงพอแล้วที่จะก่อกองไฟ	모닥불을 피울 만큼의 장작을 모았습니다
ETC_20160718_022428	อากาศเย็นเกินไปที่ใช้{nl} Orb of Purification	냉기가 너무 강해 정화의 구를{nl}제대로 사용할 수 없습니다
ETC_20160718_022429	ร่างกายคุณอุ่นขึ้นแล้ว{nl} ใช้ Orb of Purification เมื่อร่างกายคุณอบอุ่น	몸이 따뜻해집니다.{nl}몸이 따뜻해져있을 때 정화의 구를 사용하세요
ETC_20160718_022430	ใช้เครื่องตรวจจับ	탐지기 사용 중
ETC_20160718_022431	ทำเครื่องหมาย	표시 중
ETC_20160718_022432	คุณได้ทำเครื่องหมายสถานที่ๆมี Ore ไว้แล้ว	광석이 있는 곳을 표시했습니다
