SKILL_20150317_000001	Attack	공격
SKILL_20170313_007879	* เพิ่มโอกาศที่การโจมตีกายภาพของศัตรูจะไม่เป็นผลโดยใช้ [Levitation] ขึ้น 1.5% ต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 20	* [레비테이션] 효과가 활성화 중일 때 적의 물리 공격을 무효화할 확률이 특성 레벨당 1.5% 증가{nl}* SP 소모 20증가
SKILL_20170313_007880	* การฟื้นฟู HP และ SP จาก สกิลและ potion เพิ่มขึ้น 0.5% ต่อเลเวล Attribute	* 물약이나 스킬로 회복되는 HP와 SP가 특성 레벨당 0.5% 증가
SKILL_20170313_007881	* เพิ่มค่าความเสียหายสกิล [Kundela Slash] 1% ต่อเลเวล Attribute	* 적에게 입히는 [쿤델라 슬래쉬]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007882	* ระยะเวลา [Blood Curse] ที่ติดศัตรูเพิ่มขึ้นเป็นเวลา 7 วินาที, แต่ปริมาณการใช้ HP เพิ่มขึ้น 80% เมื่อใช้สกิล [Blood Curse]{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 13	* [블러드 커스] 사용 시 HP 소모량이 80%으로 증가하는 대신{nl}    적에게 부여하는 [피의 저주]의 지속시간이 7초 증가{nl}* SP 소모 13증가
SKILL_20170313_007883	* [Bone Pointing] สามารถทำการโจมตีซ้ำ{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* [본 포인팅] 공격이 연타로 적용{nl}* SP 소모 10증가
SKILL_20170313_007884	* ความเร็วในการเคลื่อนที่ขณะใช้ [Kurdaitcha] เพิ่มขึ้นเท่ากับความเร็วในการเดินปกติ{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 10	* 스킬 [커다이챠] 중의 이동속도가 보통 뛰는 수준으로 증가{nl}* SP 소모 10증가
SKILL_20170313_007885	* หลังจากใช้สกิล Rune Caster มีโอกาศ 1% ต่อเลเวล Attribute ที่จะได้รับเอฟเฟค [Quick Cast]{nl}* ทั้งนี้เอฟเฟคจะขึ้นอยู่กับเลเวลสกิลของผู้ร่ายเวทย์ [Quick Cast]{nl}* ถ้า [Quick Cast] ยังไม่ถูกเรียน, ระยะเวลาของสกิลจะถูกลดลงและประสิทธิภาพสกิลจะเหลือเลเวล 1	* 룬캐스터 스킬 사용 직후 특성 레벨당 1% 확률로 [퀵 캐스트] 효과 시전{nl}* 자신의 [퀵 캐스트] 스킬 레벨에 따라 효과가 결정{nl}* [퀵 캐스트]를 습득하지 않았다면 1레벨 효과를 받는 대신 지속시간이 짧게 적용
SKILL_20170313_007886	* เมื่อโจมตีปกติมีโอกาศ 5% ต่อเลเวล Attribute ที่จะลดความเร็วการเคลื่อนที่ของศัตรูลง 70% เป้นเวลา 4 วินาทีเมื่อ [Rune of Ice] เปิดใช้งาน{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 22	* [얼음의 룬] 효과가 활성화 중일 때 적에게 기본 공격 시 특성 레벨당 5% 확률로 4초 동안 이동속도가 70% 감소{nl}* SP 소모 22증가
SKILL_20170313_007887	* เพิ่มค่าความเสียหายสกิล [Rune of Destruction] 1% ต่อเลเวล Attribute	* 적에게 입히는 [파괴의 룬]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007888	* เพื่อนร่วมทีมที่กลายเป็นยักษ์จากเอฟเฟกต์ [Rune of Giants] จะมี HP เพิ่มขึ้นจาก [20% ของ CON ผู้ร่ายเวทย์] x [60 หน่วยตี่อเลเวล Atrribute]{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 14	* [거인의 룬] 효과로 거인화 된 동료는 [시전자 체력 스탯의 20%] × [특성 레벨당 60] 만큼의 수치가 HP로 추가{nl}* SP 소모 14증가
SKILL_20170313_007889	* เพิ่มค่าความเสียหายสกิล [Rune of Justice] 1% ต่อเลเวล Attribute	* 적에게 입히는 [정의의 룬]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007890	* เพิ่มความต้านทานคริติคอลจาก [Rune of Protection] เท่ากับ 20%ของ SPR ผู้ร่ายเวทย์ต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 8	* [보호의 룬]의 효과로 특성 레벨당 시전자 정신의 20% 만큼 치명타 저항이 증가{nl}* SP 소모 8증가
SKILL_20170313_007891	Rune of Protection: Knockdown Resistance	보호의 룬: 넉다운 저항
SKILL_20170313_007892	* ได้รับความต้านทานต่อสถานะ knockback และ knockdown เพิ่ม 1% ต่อเลเวล Attribute{nl}* ค่าความต้านทานจะถูกลดลงครึ่งหนึ่งในโหมด PvP{nl}* เพิ่มระยะเวลา cooldown 10 วินาที	* [보호의 룬] 특성 레벨당 1% 확률로 넉백, 넉다운 무효화{nl}* PVP 시 무효화할 확률이 절반으로 감소{nl}* 재사용 대기시간 10초 증가
SKILL_20170313_007893	* เมื่อใช้ Magic Powder จะช่วยให้สร้างรอบการเสริมพลังในโหมด Rest	* 마법 가루를 이용하여 인챈트탄 제작 가능{nl}* 인챈트탄 제작은 휴식모드에서 가능
SKILL_20170313_007894	* เพิ่มค่าความเสียหายสกิล [Magic Powder] 1% ต่อเลเวล Attribute	* 적에게 입히는 [마법 가루]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007895	* [Magic Powder] ระยะเวลาของเอฟเฟคเพิ่มขึ้น 1 วินทีต่อเลเวล Attribute{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 8	* 스킬 [마법 가루]의 효과 지속시간이 특성 레벨당 1초 증가{nl}* SP 소모 8증가
SKILL_20170313_007896	* เพิ่มจำนวนช่องของ portal ขึ้น 1 ต่อเลเวล Attribute	* 포탈의 슬롯수가 특성 레벨당 1 증가
SKILL_20170313_007897	* เพิ่มค่าความเสียหายสกิล [Micro Dimension] 1% ต่อเลเวล Attribute	* 적에게 입히는 [마이크로 디멘션]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007898	* เพิ่มค่าความเสียหายสกิล [Ultimate Dimension] 1% ต่อเลเวล Attribute	* 적에게 입히는 [얼티밋 디멘션]의 대미지가 특성 레벨당{nl}    1% 증가
SKILL_20170313_007899	* มีโอกาส 5 % ต่อเลเวล Attribute ที่จะทำให้ศัตรูสับสนด้วยสกิล [Ultimate Dimension] เป็นเวลา 8 วินาที{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 16	* 스킬 [얼티밋 디멘션]에 피격된 적이 특성 레벨당 5% 확률로{nl}    8초동안 [혼란] 디버프{nl}* SP 소모 16증가
SKILL_20170313_007900	* เพิ่มระยะเวลาการใช้งานของ [Blink]ขึ้น 1 วินาทีต่อเลเวล Attribute level{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 15	* 스킬 [블링크]의 잔상 지속시간이 특성 레벨당 1초 증가{nl}* SP 소모 15증가
SKILL_20170313_007901	* เพิ่มค่าความเสียหายสกิล [Maze] 1% ต่อเลเวล Attribute	* 적에게 입히는 [메이즈]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007902	* เมื่อเอฟเฟคของ [Maze] หมดลง, มีโอกาศ 10% ต่อเลเวล Attribute ที่ศัตรูที่ติดสถานะสับสนจะติดใบ้ด้วย{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 5	* 스킬 [메이즈]의 효과가 끝난 후 적이 특성 레벨당 10% 확률로 [침묵]이 아닌 [혼란] 디버프{nl}* SP 소모 5증가
SKILL_20170313_007903	* การติดตั้งและเรียกฝ่ายตนเองที่อยู่ในระยะ [Micro Dimension]{nl}* ถูกโคลน 2 อัน เป้าหมายที่ถูกโคลนไม่โคลนอีก{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 20	* 스킬 [마이크로 디멘션]이 공격한 범위 내에 있는 아군의{nl}    일부 설치물 및 소환물을 2개로 복제{nl}* 복제된 대상은 다시 복제되지 않음{nl}* SP 소모 20증가
SKILL_20170313_007904	* เพิ่มระยะวงเวทย์ของฝ่ายเราเมื่ออยู่ในระยะของสกิล [Ultimate Dimension] ขึ้น 10%{nl}* จำนวนการใช้งาน SP เพิ่มขึ้น 18	* 스킬 [얼티밋 디멘션]이 공격한 범위 내에 아군의 마법진이{nl}    있으면 마법진의 크기가 10% 확대{nl}* SP 소모 18증가
SKILL_20170313_007905	* เพิ่มค่าความเสียหายสกิล [Multi Shot] 1% ต่อเลเวล Attribute	* 적에게 입히는 [멀티샷]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007906	* เสริมค่าความเสียหายสกิล [Multi Shot] ให้ Archer Circle 2	* [멀티샷] 대미지가 아처 2서클 수준으로 강화
SKILL_20170313_007907	* เสริมค่าความเสียหายสกิล [Multi Shot] ให้ Archer Circle 3	* [멀티샷] 대미지가 아처 3서클 수준으로 강화
SKILL_20170313_007908	* เพิ่มค่าความเสียหายสกิล [Full Draw] 1% ต่อเลเวล Attribute	* 적에게 입히는 [풀드로우]의 대미지가 특성 레벨당 1% 증가
SKILL_20170313_007909	* เสริมค่าความเสียหายสกิล [Full Draw] ให้ Archer Circle 2	* [풀드로우] 대미지가 아처 2서클 수준으로 강화
SKILL_20170313_007910	* เสริมค่าความเสียหายสกิล [Full Draw] ให้ Archer Circle 3	* [풀드로우] 대미지가 아처 3서클 수준으로 강화
SKILL_20170313_007911	* เสริมเอฟเฟคการเพิ่มพลังโจมตีกายภาพของ [Kneeling Shot] ขึ้น 1 ต่อเลเวล Attribute	* 특성 레벨당 [닐링샷]의 물리 공격력 증가 효과가 1 상승
