ITEM_20150317_000001	Empty_helmet	없음_helmet
ITEM_20161130_012955	มันเป็นรสนิยมความชอบที่ต่างกันไปในการตัดสินใจเลือกสิ่งที่ดีที่สุด{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	취향에 따라 다르지만, 최고로 꼽는 이도 있습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012956	ถ้าเลือกดีๆ คุณอาจจะได้รับชิ้นที่เลิศที่สุด{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	잘 고르면 대뱃살이 나올지도 모릅니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012957	มันมีหลากหลายมากเลยแล้วแต่ว่าคุณจะชอบอะไร{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	내용물에 따라 그 맛이 천차만별. 당신의 맛은 무엇인가요.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012958	กุ้งสดๆทอดใหม่ๆดูน่าอร่อย{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	갓 튀겨놓은 새우입니다. 어디선가 고소한 냄새가 나는데요?{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012959	มันจะดีที่สุดถ้ากินทั้งคำ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	먹다 남긴 한 도막이 아니기를 바랍니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012960	มันจะมีประโยชน์มากช่วยให้คุณเอาตัวรอดได้ในสถานการณ์บางอย่าง{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	매우 난감한 상황이 도래했을 때 유용하게 쓰입니다. 혹은, 이 상황을 피하고 싶을때도.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012961	แค่สบัดผมบางทีคุณอาจจะรอดจากศัตรูได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	머리를 한번 젖혀주는 행위로도, 따라오는 적을 따돌릴 수 있습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012962	ฉันรู้สึกว่าเหมือนฉันจะทำการเรียนได้ดีขึ้น{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	마치 공부를 잘 할 수 있을 것 같은 느낌이 듭니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012963	มันเหมือนมีอะไรที่กำลังงอกบนหัวคุณน่ะ?{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	머리속에 무엇이 자라고 있을까요?{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012964	บางทีมันก็เหมือนจะเรียกฝนได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	많은 사람들이 이것을 머리위에 띄우고 다닌다면, 곧 비가 내릴지도 모르겠습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012965	มันมีสีเขียวที่เด่นมากและทรงดูเหมือนตัวหมากรุก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	의장용으로 쓰일 것 같은 체커입니다. 녹색으로 포인팅 된 부분이 인상적입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012966	เคลือบกุหลาบด้วยสีทอง มันทำให้ส่องแสงสีทองสวยงามดูหรูหรามาก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	장미뿔에 도금을 하여 금빛 광택을 내게 한 금빛 장미뿔입니다. 매우 럭셔리해 보입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012967	ฉันไม่รู้กุญแจดอกไหนกันแน่ที่ใช้ได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	어느쪽 열쇠가 맞는 열쇠인지는 잘 모르겠습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012968	มงกุฏขนาดที่ไม่ใหญ่มาก ตกแต่งด้วยอัญมณีแวววาว{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	보석이 박힌 호화롭게 생긴 왕관입니다. 조금 사이즈가 큰 느낌이 납니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012969	ไม่ว่าใครที่ได้สวมใส่แล้วจะทำดูดีมากเมื่ออยู่คู่กับคันธนู{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	마치 활 잘 쏘는 아저씨를 연상하게 하는 모자입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012970	เป็นหมวกที่กัปตันเรือใช้สวมใส่ แต่ด้วยริบบิ้นแล้วทำให้ความเกรงขามดูลดลง{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	해군 제독이 착용할법 한 모자입니다만, 리본장식이 그 위압감을 살짝 내려주어 자연스러운 느낌이 납니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012971	คุณยังไม่ตาย มันแค่ทำให้คุณเหมือนนักบุญเฉยๆ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	아직 당신이 죽은것은 아닙니다. 다만 선량의 표시지요.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012972	เดาว่ามันต้องมีสักที่ที่ใช้กุญแจนี้ได้{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	어느쪽 열쇠가 맞는지 잘 맞춰보기 바랍니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012973	ระวังอย่าให้มันตื่นล่ะ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	누군가가 깨우면, 일어나 도울지도 모르는 일입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012974	มงกุฏที่ตกแต่งด้วยเขาควาย ดอกกุหลาบและเขานั้นมันเป็นการสร้างสรรค์ที่ลงตัวทำให้สะดุดตามาก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	물소의 뿔로 장식된 왕관입니다. 장미장식이 덧대어져, 화려함을 더욱 보태었습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012975	หมวกของทหารที่ตกแต่งด้วยเขาควาย{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	군용 제식모에 의장용으로 물소등의 뿔을 접목하여 만든 의장용 뿔 모자입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012976	มีประโยชน์ตอนฝนตก{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	비가 올 때 매우 유용할 것 같습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012977	พวกเราควรเตรียมพร้อมอาหารไว้เผื่อยามฉุกเฉินเสมอ{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	머리에 비상식량을 지고 다니는 준비성을 갖추었습니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012978	หน้ากากที่ตกแต่งด้วยขนนกรอบด้าน เป็นโครงสร้างที่นินจาสร้างขึ้นมา{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	양쪽에 깃털로 장식이 된 바이저입니다. 어디의 닌자가 떠오르는 구조입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012979	โครคัส หมายถึง"วัยเยาว์ที่ปราศจากความโศกเศร้า"{nl}สามารถใช้เหรียญแลกเปลี่ยนได้ที่ ร้านแลกเปลี่ยน	크로커스의 꽃말은 "후회없는 청춘" 입니다.{nl} 리사이클샵에서 메달로 교환 가능합니다.
ITEM_20161130_012980	รางวัลสำหรับกิจกรรมฮาโลวีน มันถูกกล่าวว่าทำมาจากฟักทอง	할로윈 이벤트 완료시 지급되는 헤어장식입니다. 호박의 속으로는 사탕을 만들었다는 소문이 있습니다.
ITEM_20161130_012981	Jumbo Dumpling (14 Days)	대왕 송편 (14일)
ITEM_20161130_012982	เกี๊ยวขนาดยักษ์มีส่วนผสมหลายอย่างมันมีกลิ่นหอมหวานและดูน่าอร่อย{nl} ทุกคนในปาร์ตี้จะเคลื่อนไหวเร็วขึ้น+4 การโจมตีแบบ AOE+1 และเพิ่ม EXP อีก 25%	재료를 모두 다 넣어 만든 대왕 송편입니다. 달콤고소한 향이 나는 것이 매우 맛이 좋아 보입니다. {nl} 30분간 파티원 전체의 이동속도 +4, 광역 공격 비율 +1 경험치 25% 증가의 효과를 줍니다. (1월 12일 일괄 삭제됩니다.)
