QUEST_LV_0400_20161005_000001	Kedoran Alliance Merchant Alta	Kedoran Alliance Merchant Alta
QUEST_LV_0400_20161214_001570	"Prophecy Tome: to obtain a token of the goddess treaty, you need the Goddess' Stone of Faith. I left the stone in Sviesos Way. However, according to my prophecy, the altar where I left it was destroyed during Medzio Diena. But it should still be in Sviesos Way."	หนังสือคำทำนายเล่มหนา:  เพื่อรับสัญญลักษณ์ของเทพธิดา เจ้าจำเป็นต้องใช้หินแห่งศรัทธาของเทพธิดา ข้าทิ้งหินไว้ในเส้นทาง Sviesos .อย่างไรก็ตาม ตามคำทำนายของข้า แท่นบูชาที่ข้าทิ้งไว้ถูกทำลายระหว่าง Medzio Diena แต่มันคงจะยังอยู่ในเส้นทาง Sviesos
QUEST_LV_0400_20161214_001571	Use the Goddess' Stone of Faith to Read the Tombstone and Release the Seal	ใช้หินแห่งศรัทธาของเทพธิดา เพื่ออ่านศิลาหน้าหลุมฝังศพและปลดปล่อยผนึก
QUEST_LV_0400_20161214_001572	"Prophecy Tome: use the Stone of Faith to read the hidden writings carved on the seal. Speak the name of the goddess written on the seal to open it. The goddesses mentioned in the seal tombstone are Gabija, Vakarine and Zemyna."	"หนังสือคำทำนายเล่มหนา : ใช้ หินแห่งศรัทธาอ่านงานเขียนซึ่งสลักและซ่อนอยู่ในผนึก, พูดชื่อของเทพธิดาที่เขียนอยู่บนผนึกเพื่อเปิดมัน  เทพธิดาที่กล่าวถึงในผนึกศิลาหน้าหลุมฝังศพ คือ Gabija, Vakarine และ Zemyna"
QUEST_LV_0400_20161214_001573	Obtain the Goddess Treaty	ได้รับสนธิสัญญาเทพธิดา
QUEST_LV_0400_20161214_001574	You have read the tombstones and released the seals. Acquire the goddess treaty.	เจ้าได้อ่านศิลาหน้าหลุมฝังศพ และปลดปล่อยผนึก ได้รับสนธิสัญญาเทพธิดา
QUEST_LV_0400_20161214_001575	A Story of Demons and Goddesses	เรื่องราวของเหล่าปีศาจและเทพธิดา
QUEST_LV_0400_20161214_001576	Release the Treaty Seal	ปลดปล่อยผนึกสนธิสัญญา
QUEST_LV_0400_20161214_001577	"Prophecy Tome: once you have the token, you can open the seal and obtain the key to the treaty. The key opens the box that contains the slate with the contents of the treaty."	"หนังสือคำทำนายเล่มหนา : เมื่อเจ้ามีสัญลักษณ์, เจ้าสามารถเปิดผนึกและได้รับกุญแจของสนธิสัญญา กุญแจจะเปิดกล่องที่ประกอบด้วยแผ่นหินที่มีเนื้อหาของสนธิสัญญา"
QUEST_LV_0400_20161214_001578	Find the Box Containing the Treaty Slate	ค้นหากล่องบรรจุ แผ่นหิน ของสนธิสัญญา
QUEST_LV_0400_20161214_001579	"Prophecy Tome: if you have the key, now you need to find the slate with the treaty. Go to the Yudejan Altar and find the box that opens with the key; you'll find the treaty slate inside."	หนังสือคำทำนายเล่มหนา : ถ้าเจ้ามีกุญแจ ตอนนี้เจ้าต้องหาแผ่นหินกับสนธิสัญญา ไปที่ Yudejan Altar และหากล่องที่เปิดได้วยกุญแจ เจ้าจะพบแผ่นหินสนธิสัญญาอยู่ด้านใน
QUEST_LV_0400_20161214_001580	You have obtained the tokens of both demon and goddess treaties and the treaty slate. Return to Kupole Lenja.	เจ้าได้รับสัญลักษณ์ของสนธิสัญญาปีศาจและสนธิสัญญาเทพธิดา และแผ่นหินสนธิสัญญา กลับไปที่ Kupole Lenja
QUEST_LV_0400_20161214_001581	Ask Kupole Lenja about how to read the contents of the treaty.	ถาม Kupole Lenja เกี่ยวกับวิธีการอ่านเนื้อหาของสนธิสัญญา
QUEST_LV_0400_20161214_001582	Use the Yudejan Altar to Read the Treaty	ใช้แท่นบูชา Yudejan  เพื่ออ่านสนธิสัญญา
QUEST_LV_0400_20161214_001583	Place the treaty slate onto the Yudejan Altar and use the tokens of the demon and goddess treaties to read the contents of the main treaty. Go to the Yudejan Altar and read the treaty.	วางแผ่นหินสนธิสัญญาลงบนแท่นบูชา  Yudejan  และใช้สัญลักษณ์ของปีศาจและสนธิสัญญาเทพธิดา เพื่ออ่านเนื้อหาของสนธิสัญญาหลัก ไปที่แท่นบูชา Yudejan  และอ่านสนธิสัญญา
QUEST_LV_0400_20161214_001584	You have read the contents of the treaty. Return to Kupole Lenja.QUEST_LV_0400_20161221_001585	เจ้าได้อ่านเนื้อหาของสนธิสัญญาแล้ว กลับไปยัง Kupole LenjaQUEST_LV_0400_20161221_001585
QUEST_LV_0400_20170313_001591	You have found the Goddess' Stone of Faith.{nl}Go to Tamsus Ikeitimas and obtain the token of the goddess treaty.	เจ้าได้พบหินแห่งศรัทธาของเทพธิดา {nl} ไปที่ Tamsus Ikeitimas และได้รับสัญลักษณ์ของสนธิสัญญาเทพธิดา
QUEST_LV_0400_20170313_001592	Remove the Mysterious Demon Device	ถอดอุปกรณ์ปีศาจลึกลับออก
QUEST_LV_0400_20170313_001593	Kedoran Alliance Merchant Alta has asked you to remove the demon devices affecting the area of Alembique Cave.	พันธมิตร Kedoran Merchant Alta ได้ขอให้เจ้าถอดอุปกรณ์ปีศาจที่ทำให้สะเทือนใจ ออกจากพื้นที่ของ Alembique Cave
QUEST_LV_0400_20170313_001594	You have removed all mysterious demon devices as requested. Report back to Alta.	เจ้าได้ถอดอุปกรณ์ปีศาจลึกลับทั้งหมดที่ได้รับการร้องขอออกแล้ว รายงานกลับไปที่ Alta
QUEST_LV_0400_20170313_001595	You have dealed with all of the monsters but are still trapped. Wait until the mysterious hunter disarms the trap.	เจ้าจัดการกับมอนสเตอร์ทั้งหมดได้ แต่ยังคงติดกับดักอยู่ รอจนกว่านักล่าลึกลับจะปลดอาวุธกับดักได้
QUEST_LV_0400_20170313_001596	You have dealed with all of the monsters but are still trapped. See if there is a way to escape the trap.	เจ้าจัดการกับมอนสเตอร์ได้ทั้งหมด แต่ยังคงติดกับดักอยู่ ดูว่ามีวิธีหลบหนีกับดักไหม
QUEST_LV_0400_20170313_001597	Talk to the Mysterious Hunter	พูดคุยกับนักล่าลึกลับ
QUEST_LV_0400_20170313_001598	The owner of the trap has appeared. Wait until the mysterious hunter disarms the trap.	เจ้าของกับดักปรากฏตัว รอจนกว่าผู้ล่าลึกลับจะปลดอาวุธกับดักได้
