QUEST_20150317_000001	Please select the user requiring a quest update.	กรุณาเลือกผู้ใช้ที่ต้องรับการอัพเดทเควส
QUEST_20170313_005597	"{nl}It's still a relief, you know?{nl}With the way the world is nowadays, some people never get to clean their own name."	{nl}มันก็ยังทำให้โล่งอก เจ้ารู้ไหม?{nl}ด้วยความเป็นไปของโลกในทุกวันนี้ บางคนไม่มีโอกาสได้ล้างชื่อของพวกเขา
QUEST_20170313_005598	{nl}At least some can still get their honor back.	{nl}อย่างน้อยใครบางคนก็สามารถนำเกียรติยศของพวกเขากลับมา
QUEST_20170313_005599	{nl}Not sure if that's a blessing or a curse.	{nl}ไม่แน่ใจว่านั่นเป็นพร หรือคำสาป
QUEST_20170313_005600	Explaining Owl	นกฮูกกำลังอธิบาย
QUEST_20170313_005601	"Hmm, it seems like you're still curious about something, are you?{nl}Are you interested in what's going to happen to the owls now?"	หืม ดูเหมือนว่าเจ้ากำลังสงสัยเกี่ยวกับอะไรบางอย่าง ใช่ไหม?{nl}เจ้าสนใจถึงสิ่งที่กำลังจะเกิดขึ้นกับนกฮูกในตอนนี้ไหม?
QUEST_20170313_005602	"I can't see much from where I stand, so I spent a lot of time on my own.{nl}I don't know if you humans are like this too, but spending time alone, thinking, makes us realize certain things."	ข้าไม่เห็นอะไรมากจากจุดที่ข้ายืน ดังนั้นข้าเลยใช้เวลากับตัวเองซะส่วนใหญ่{nl}ข้าไม่รู้ว่ามนุษย์อย่างพวกเจ้าก็เป็นแบบนี้ไหม แต่ใช้เวลาคนเดียว คิด ทำให้พวกเราคิดได้ถึงบางอย่าง
QUEST_20170313_005603	"{nl}Where we came from, things like that..."	{nl}จากที่ๆพวกเรามา มันเป็นแบบนั้นแหละ...
QUEST_20170313_005604	"Maybe you realized those things through your journeys.{nl}Us owls, you can say that we're signs of Tesla's immortality."	บางทีเจ้าตระหนักถึงสิ่งพวกนั้นผ่านการเดินทางของเจ้า{nl}นกฮูกอยา่งเราเจ้าพูดได้ว่าพวกเราคือเครื่องหมายการเป็นอมตะของ Tesla
QUEST_20170313_005605	"{nl}Strictly speaking, us owls are merely sculptures.{nl}Perhaps some owls never realize that..."	{nl}พูดกันตามตรงแล้ว นกฮูกอย่างพวกเราเป็นแค่รูปปั้น{nl}บางทีนกฮูกบางตัวก็ไม่เคยตระหนักถึงสิ่งนั้น...
QUEST_20170313_005606	"{nl}In any case, it's because we are born that Tesla keeps on living.{nl}"	{nl}ยังไงก็ตาม เป็นเพราะเราเกิดมาทำให้ Tesla สามารถมีชีวิตอยู่ต่อได้{nl}
QUEST_20170313_005607	I thought about it for a long time.{nl}Even as I witnessed all the spirits being guided by the owls.	ข้าคิดเกี่ยวกับมันมาเป็นเวลานาน{nl}แม้แต่ตอนที่ข้าเฝ้ามองเหล่าวิญญาณถูกนำทางด้วยนกฮูก
QUEST_20170313_005608	"{nl}What am I, where did I come from, and where am I going...?"	{nl}ข้าคืออะไร ข้ามาจากไหน และข้ากำลังจะไปที่ไหน...?
QUEST_20170313_005609	"All those who have crossed my path, travelers, revelators...{nl}All the pilgrims... the girl..."	ทุกๆคนที่ผ่านเข้ามาในเส้นทางของข้า นักเดินทาง นักเปิดเผย...{nl}ผู้แสวงบุญทั้งหมด... เด็กผู้หญิง...
QUEST_20170313_005610	"{nl}From the things they said, from what I saw the first time I opened my eyes...{nl}I realized."	{nl}จากสิ่งที่พวกเขาพูด จากสิ่งที่ข้าเห็นเมื่อแรกลืมตาตื่นขึ้น...{nl}ข้าได้ตระหนักถึง
QUEST_20170313_005611	{nl}I realized that I'm a sculpture...	{nl}ข้าได้ตระหนักว่าข้าคือ รูปปั้น...
QUEST_20170313_005612	"{nl}There are other beings whose task is to guide spirits.{nl}The Kupoles, that is...{nl}But they are closer to goddesses, which us sculptures are not."	{nl}มีสิ่งมีชีวิตอื่นซึ่งมีหน้าที่นำทางเหล่าวิญญาณ{nl} Kupoles นั่นไง...{nl}แต่พวกเขาอยู่ใกล้กับเทพธิดามากกว่า ซึ่งรูปปั้นอย่างพวกเราไม่
QUEST_20170313_005613	"Owls... Us, owls..."	นกฮูก... นกฮูกอย่างเรา...
QUEST_20170313_005614	All owls help spirits find eternal rest by the goddess.{nl}That is what I do as well.	นกฮูกช่วยเหลือวิญญาณให้พบการพักผ่อนอันนิรันดร์กับเทพธิดา{nl}นั่นเป็นสิ่งที่ข้าทำเช่นกัน
QUEST_20170313_005615	{nl}That is what I am doing here at this very moment.	{nl}นั่นคือสิ่งที่ข้ากำลังทำในตอนนี้
QUEST_20170313_005616	"I have been busier lately.{nl}From guiding the spirits, that is."	ข้าค่อนข้างยุ่งในช่วงหลังนี้{nl}จากการนำทางวิญญาณ ไงล่ะ
QUEST_20170313_005617	Five objects that look like Yellow Gazing Golem Cores are engraved on the tombstone.	อะไรบางอย่างห้าชิ้นที่ดูเหมือนแกนของ Yellow Gazing Golem ถูกฝังอยู่ในหินหลุมฝังศพ
QUEST_20170313_005618	The Yellow Gazing Golem was sucked into the tombstone.	Yellow Gazing Golem ถูกดูดเข้าไปในหินหลุมฝั่งศพ
QUEST_20170313_005619	There's something here. Let me have a closer look.	มันมีอะไรบางอย่างที่นี่ ให้ข้าดูใกล้ๆ
