QUEST_LV_0200_20150317_000001	Philipas' Soldier	ทหารของPhilipas
QUEST_LV_0200_20161005_010684	You've defeated Ebonypawn. Report back to Vincentas.	คุณต้องกำจัด Evoniphon และกลับไปรายงาน Vincentas
QUEST_LV_0200_20161005_010685	Talk to Miko Master	คุยกับ Miko Master
QUEST_LV_0200_20161005_010686	Talkt to Miko Master at Passage of the Recluse	คุยกับ Miko Master เกี่ยวกับเส้นทางของนักบวช
QUEST_LV_0200_20161005_010687	Check the Barrier Set By Miko Master	ตรวจสอบอุปสรรคที่ติดตั้งโดย Miko Master
QUEST_LV_0200_20161005_010688	Miko Master has set up barriers to keep the Tree from growing. Check up on them.	Miko Master ได้ติดตั้งอุปสรรคเพื่อรักษาการเติบโตของพวกมัน
QUEST_LV_0200_20161005_010689	You've checked all the barriers. Report back to Miko Master.	คุณตรวจสอบอุปสรรคดังกล่าวและกลับไปรายงาน Miko Master
QUEST_LV_0200_20161214_010690	"The cure for the Nobreer epidemic is finally complete.{nl}The patients' condition is slowly improving, too."	ในที่สุดการรักษาโรคระบาดของ Nobreer ก็เสร็จเรียบร้อยแล้ว{nl}อาการของคนไข้ก็ค่อยๆ ดีขึ้นเรื่อยๆ ด้วย
QUEST_LV_0200_20161214_010691	"I refuse to accept there was ever any truth to the words of Ruklys, the traitor.{nl}As a servant of the Royal Army, my beliefs are with the Kingdom entirely."	ฉันขอปฏิเสธที่จะยอมรับความจริงใดๆ กับคำพูดของ Ruklys ผู้ทรยศ{nl}ในฐานะผู้รับใช้แห่ง Royal Army ความเชื่อของฉันทั้งหมดอยู่กับราชอาณาจักรทั้งหมดแล้ว
QUEST_LV_0200_20161214_010692	"If we knew the inside of the Fortress of the Land, we could have disguised some members of the Knight of Kaliss as tomb raiders and gotten in..."	หากเรารู้ภายในของ Fortress of the Land แล้วล่ะก็ พวกเราก็จะสามารถปลอมตัวปะปนเป็นสมาชิกของ Knight of Kaliss ในฐานะของผู้โจมตีสุสานและเข้าไปด้านใน...
QUEST_LV_0200_20161214_010693	Sometimes your armor breaks and you gotta fight with your bare body.{nl}The feeling you get when you still manage to hurt the enemy like that... You gotta live it to know it.	มีบางครั้งที่ชุดเกราะของคุณเสียหายและจำเป็นต้องสู้ด้วยตัวเปล่าๆ{nl}ความรู้สึกนั้นที่คุณได้รับ ส่งต่อมันให้กับเหล่าศัตรูของคุณ...คุณต้องเรียนรู้มัน
QUEST_LV_0200_20161214_010694	"What, you don't believe me?{nl}Guess you're still a little unexperienced..."	อะไรนะ คุณไม่เชื่อฉันงั้นเหรอ{nl}เดาว่าคุณคงมีประสบการณ์เพียงแค่เล็กน้อยสินะ...
QUEST_LV_0200_20161214_010695	Amanda is going to carve something on the tombstone.{nl}What could she be thinking of writing?	Amanda กำลังจะไปสลักบางอย่างบนหลุมศพ{nl}เธอกำลังคิดว่าจะเขียนอะไรลงไปกันนะ
QUEST_LV_0200_20161214_010696	We've decided to have a few Knights of Kaliss infiltrate the location undercover.{nl}Paying Amanda costs a fortune.{nl}	พวกเราได้ตัดสินใจที่จะใช้ Knights of Kaliss เพียงเล็กน้อยเพื่อแทรกซึมเข้าไปยังสถานที่ลับ{nl}หวังว่า Amanda จะช่วยให้เรามีชัยนะ{nl}
QUEST_LV_0200_20161214_010697	"However I don't want them to risk their lives in vain.{nl}I'm sorry to ask, but since you've been inside the fortress, I would like you to give us an idea of what we should be careful of."	อย่างไรก็ตาม ฉันไม่ได้ต้องการให้พวกเขาเสี่ยงชีวิตแบบไร้ประโยชน์เช่นนี้{nl}ฉันต้องขอโทษที่ต้องถามคุณ แต่เพราะว่าคุณเคยอยู่ด้านในป้อมปราการมาก่อน ฉันอยากให้คุณช่วยแนะนำพวกเราหน่อยว่าควรระวังอะไรบ้าง
QUEST_LV_0200_20161214_010698	Please write down anything we should mind inside the Fortress of the Land on these notes.{nl}Feel free to be very specific.	ได้โปรดเขียนอะไรก็ได้ที่พวกเราควรจะต้องระวังภายใน Fortress of the Land ลงในบันทึก{nl}เขียนได้ตามเห็นสมควรเลย
QUEST_LV_0200_20161214_010699	I pondered deeply before deciding to have the Knights of Kaliss enter the fortress.	ฉันคิดอยู่นานก่อนที่จะตัดสินใจใช้ Knights of Kaliss เข้าไปในป้อมปราการ
QUEST_LV_0200_20161214_010700	"{nl}In the end, money was the biggest aspect to factor in my decision."	{nl}ในท้ายที่สุด เงินก็คือปัจจัยที่สำคัญที่สุดในการตัดสินใจของฉัน
QUEST_LV_0200_20161214_010701	This should be enough.{nl}I'll select a few talented knights to enter the fortress.	นี่คงจะพอแล้วล่ะ{nl}ฉันจะเลือกอัศวินที่มีความสามารถเพื่อเข้าไปยังป้อมปราการ
QUEST_LV_0200_20161214_010702	"If you helped the Amanda Grave Robbers, guess I gotta believe you."	หากคุณช่วย Amanda Grave Robbers ได้ล่ะก็ ฉันจะเชื่อในตัวคุณ
QUEST_LV_0200_20161214_010703	I received orders from Amanda to join the Dico Tomb Thieves and get anything that could be useful to the Knights of Kaliss.{nl}Unfortunately I can't deliver the stuff myself so I was gonna ask a few of Amanda's people.	ฉันได้รับคำสั่งจาก Amanda เข้าร่วม Dico Tomb Thieves และเอาทุกสิ่งที่คิดว่าเป็นประโยชน์ไปให้กับ Knights of Kaliss{nl}โชคร้ายนักที่ฉันไม่สามารถเอาของไปส่งด้วยตัวเองได้ ดังนั้นฉันจึงไหว้วานคนของ Amanda แทน
QUEST_LV_0200_20161214_010704	"The thing is they're still not here, so I'm worried the Dicos are gonna find out about me.{nl}Would you go to the Inner Enceinte District for me and deliver the things to a person called Wilhelmina Carriot?"	เรื่องของเรื่องคือ พวกเขาไม่ได้อยู่ที่นี่ ดังนั้นฉันจึงเป็นกังวลว่า Dicos จะออกตามหาฉัน{nl}คุณช่วยไป Inner Enceinte District และส่งของให้กับคนที่ชื่อว่า Wilhelmina Carriot ให้ฉันหน่อยจะได้ไหม
