QUEST_LV_0100_20150317_000001	Sentinel	Sentinel
QUEST_LV_0100_20151224_012924	I couldn't believe what Melchioras was saying at first.{nl}But just look at the castle. I realized the severity of the situation soon enough.	ฉันไม่สามารถเชื่อในสิ่งที่ Melchioras กำลังกล่าวในตอนแรก{nl}เพียงแต่มองไปที่ปราสาท ฉันตระหนักถึงความรุนแรงของสถานการณ์ที่กำลังใกล้เข้ามา
QUEST_LV_0100_20151224_012925	"I don't know too much about magic, but this is still the largest magic circle I've seen.{nl}You don't know what I'm talking about do you? I mean that the entire castle is a magic circle."	ฉันไม่รู็อะไรมากเกี่ยวกับเวทมนตร์ แต่นี่ก็เป็นวงกลมเวทมนตร์ที่ใหญ่ที่สุดที่ฉันเคยเห็น{nl}คุณไม่รู้เกี่ยวกับสิ่งที่ฉันพูดใช่ไหม? ฉันหมายความว่าปราสาททั้งหมดเป็นวงกลมเวทมนตร์
QUEST_LV_0100_20151224_012926	Greetings. Have you come from Orsha?{nl}I thought there weren't any Revelators there... We've all come from Klaipeda.{nl}	ทักทาย คุณมาจาก Orsha?{nl}ฉันคิดว่า ไม่น่าจะมี Revelators ใด ๆ ที่นั่น ... ที่เราได้มาทั้งหมดจากไคลเปดา เราทั้งหมดมาจาก Klaipeda{nl}
QUEST_LV_0100_20151224_012927	I've seen many places destroyed by the roots on Medzio Diena...{nl}But the scene here is a bit different.{nl}	ฉันเคยเห็นหลายสถานที่ถูกทำลายโดย Medzio Diena...{nl}แต่สิ่งที่เห็นที่นี่แตกต่างออกไป{nl}
QUEST_LV_0100_20151224_012928	"It seems as if they've all been ripped off the face of the world at the same time.{nl}Not just the residents, but even all the soldiers and vassals...{nl}"	ดูเหมือนว่าพวกเขาถูกฉีกออกไปจากพื้นโลกในเวลาเดียวกัน{nl}ไม่เพียงแต่ผู้อยู่อาศัย แม้แต่ทหารและข้าราชบริพารทั้งหมดด้วย...{nl}
QUEST_LV_0100_20151224_012929	Mage Melchioras seems to be taking a while to disarm the protective spell.{nl}How about we get prepared for the next move while he's at it?	Mage Melchioras ดูเหมือนว่าจะใช้เวลาสักครู่ที่จะปลดคาถาป้องกัน{nl}คิดว่าอย่างไรเกี่ยวกับที่เราจะเตรียมพร้อมสำหรับการย้ายต่อไปในขณะที่เขาอยู่ที่นั่น?
QUEST_LV_0100_20151224_012930	It seems that we get along well.{nl}We've destroyed all the other Magic Power Supply Devices... {nl}The only one left is the one that Mage Melchioras is working on.{nl}	มันดูเหมือนว่าเราเข้ากันได้ดี{nl}เราได้ทำลายแหล่งพลังงานเวทมนตร์อื่นๆ... {nl}เหลือเพียงแค่หนึ่งอันของ Mage Melchioras ที่ยังคงทำงานอยู่{nl}
QUEST_LV_0100_20151224_012931	We have to destroy it with magic orbs when Mage Melchioras disarms the protection spell...{nl}But we don't have many left.{nl}	เราจะต้องทำลายมันด้วย orbs เวทมนตร์เมื่อ Mage Melchioras ปลดคาถาป้องกัน...{nl}แต่เราไม่มีเหลือพอ{nl}
QUEST_LV_0100_20151224_012932	"I'll get the detonator ready, so why don't you fill the empty orbs with magic?{nl}The orb will gather magic every time you attack Pags."	ฉันจะเตรียมระเบิดให้พร้อม ดังนั้นทำไมคุณไม่เติม orbs ที่ว่างอยู่ด้วยเวทมนตร์ล่ะ?{nl}orbs จะรวบรวมเวทมนตร์ทุกครั้งที่คุณโจมตี Pags
QUEST_LV_0100_20151224_012933	When I first arrived at Klaipeda... {nl}There were an incredible amount of Revelators gathered there.{nl}	ครั้งแรกที่ฉันมาถึงที่ Klaipeda...มีจำนวนเงินที่เหลือเชื่อของ Revelators รวบรวมมี{nl} {nl}มี Revelators ที่เหลือเชื่อรวมตัวกันอยู่ที่นี่{nl}
QUEST_LV_0100_20151224_012934	"Those people, what do you think they're doing now?"	"คนเหล่านั้น, คุณคิดว่าพวกเขากำลังทำอยู่อะไรอยุ่ตอนนี้?"
QUEST_LV_0100_20151224_012935	It's taking a while to interpret the protection spell cast on the Magic Power Supply Devices.{nl}Could you wait a little more until I've finished?	มันใช้เวลาสักครู่ในการปลดคาถาป้องกันบนแหล่งพลังงานเวทมนตร์{nl}คุณสามารถสักครู่จนกว่าฉันจะทำเสร็จ?
QUEST_LV_0100_20151224_012936	That was quick.{nl}It seems as if Melchioras has finished his preparations as well.{nl}	นั่นมันเป็นไปอย่างรวดเร็ว{nl}ดูเหมือนว่า Melchioras ได้เสร็จสิ้นการเตรียมการของเขาแล้วเช่นกัน{nl}
